 

Task 1:
For different lists of SNPs covered by different assays, group alleles into indistinguishable allels.    
TODO: Compare that to alleles claimed to be discoverable by manufacturer.




** ASSAY: florida_stanford_chip **
3 set(s) of mutually indistinguishable haplotypes:  [{'*VIII', '*X', '*VII', '*VI', '*III', '*IV', '*IX', '*28b', '*60a', '*60b', '*60c', '*V', '*II', '*36b', '*37b'}, {'*1e IA', '*1k IB', '*1d IA', '*1j IB', '*1f IA', '*28d', '*364L IA', '*1b IB', '*1h IA', '*I', '*1L IA', '*1i IA', '*1c IB', '*1a', '*1b', '*533P IB', '*1a IA', '*1g IA'}, {'*6a', '*6c', '*6b'}]
3 rsids were used to define haplotypes for this gene
3 out of these rsids are present in the 1000genomes samples: {'rs4124874', 'rs35350960', 'rs4148323'}
0 out of these rsids are not present in the 1000genomes samples: set() 



** ASSAY: hypothetical_assay_covering_all_rsids_in_pharmgkb **
5 set(s) of mutually indistinguishable haplotypes:  [{'*1e IA', '*1k IB', '*1j IB', '*1f IA', '*533P IB', '*1c IB', '*1b IB', '*1h IA', '*I', '*1L IA', '*1i IA', '*1a', '*1b', '*1d IA', '*1a IA', '*1g IA'}, {'*II', '*III', '*IV', '*60a'}, {'*X', '*36b'}, {'*IX', '*37b'}, {'*6a', '*6c', '*6b'}]
9 rsids were used to define haplotypes for this gene
7 out of these rsids are present in the 1000genomes samples: {'rs10929302', 'rs35350960', 'rs873478', 'rs4148323', 'rs887829', 'rs4124874', 'rs34946978'}
2 out of these rsids are not present in the 1000genomes samples: {'rs13404099', 'rs8175347'} 



** ASSAY: veracode_adme_corepanel **
3 set(s) of mutually indistinguishable haplotypes:  [{'*VIII', '*X', '*VII', '*VI', '*III', '*IV', '*IX', '*28b', '*60a', '*60b', '*60c', '*V', '*II', '*36b', '*37b'}, {'*1e IA', '*1k IB', '*1d IA', '*1j IB', '*1f IA', '*28d', '*364L IA', '*1b IB', '*1h IA', '*I', '*1L IA', '*1i IA', '*1c IB', '*1a', '*1b', '*533P IB', '*1a IA', '*1g IA'}, {'*6a', '*6c', '*6b'}]
3 rsids were used to define haplotypes for this gene
3 out of these rsids are present in the 1000genomes samples: {'rs4124874', 'rs35350960', 'rs4148323'}
0 out of these rsids are not present in the 1000genomes samples: set() 



** ASSAY: taqman **
3 set(s) of mutually indistinguishable haplotypes:  [{'*VIII', '*X', '*VII', '*VI', '*III', '*IV', '*IX', '*28b', '*60a', '*60b', '*60c', '*V', '*II', '*36b', '*37b'}, {'*1e IA', '*1k IB', '*1d IA', '*1j IB', '*1f IA', '*28d', '*364L IA', '*1b IB', '*1h IA', '*I', '*1L IA', '*1i IA', '*1c IB', '*1a', '*1b', '*533P IB', '*1a IA', '*1g IA'}, {'*6a', '*6c', '*6b'}]
3 rsids were used to define haplotypes for this gene
3 out of these rsids are present in the 1000genomes samples: {'rs4124874', 'rs35350960', 'rs4148323'}
0 out of these rsids are not present in the 1000genomes samples: set() 



** ASSAY: dmet_plus **
6 set(s) of mutually indistinguishable haplotypes:  [{'*VIII', '*VI'}, {'*1e IA', '*1k IB', '*1j IB', '*1f IA', '*533P IB', '*364L IA', '*1b IB', '*1h IA', '*I', '*1L IA', '*1i IA', '*1c IB', '*1a', '*1b', '*1d IA', '*1a IA', '*1g IA'}, {'*III', '*IV', '*60a', '*60b', '*60c', '*II'}, {'*X', '*36b'}, {'*IX', '*37b'}, {'*6a', '*6c', '*6b'}]
6 rsids were used to define haplotypes for this gene
5 out of these rsids are present in the 1000genomes samples: {'rs4124874', 'rs10929302', 'rs35350960', 'rs4148323', 'rs887829'}
1 out of these rsids are not present in the 1000genomes samples: {'rs8175347'} 

 

Task 2:
For different lists of SNPs covered by different assays, calculate how many samples in 1000genomes would be assigned an allele 
that actually does not match the 'correct' allele ('correct' allele = the allele inferred based on 'hypothetical_assay_covering_all_rsids_in_pharmgkb'). 
TODO: Also generate statistics on inferred alleles, ethnicities etc.



Task 3:

Generate statistics



    
    SNP variant counts in gene definitions and in sample data.
    
    
sample	gene	maternal_or_paternal_haplotype	florida_stanford_chip	hypothetical_assay_covering_all_rsids_in_pharmgkb	veracode_adme_corepanel	taqman	dmet_plus
HG00247	UGT1A1	maternal_haplotype	set()	{'*28b'}	set()	set()	set()
HG00247	UGT1A1	paternal_haplotype	set()	{'*28b'}	set()	set()	set()
HG00244	UGT1A1	maternal_haplotype	set()	{'*1e IA', '*1k IB', '*1j IB', '*1f IA', '*533P IB', '*1c IB', '*1b IB', '*1h IA', '*I', '*1L IA', '*1i IA', '*1a', '*1b', '*1d IA', '*1a IA', '*1g IA'}	set()	set()	set()
HG00244	UGT1A1	paternal_haplotype	set()	{'*28b'}	set()	set()	set()
HG00245	UGT1A1	maternal_haplotype	set()	{'*X', '*VII', '*III', '*IV', '*IX', '*60a', '*II', '*36b', '*37b'}	set()	set()	set()
HG00245	UGT1A1	paternal_haplotype	set()	{'*1e IA', '*1k IB', '*1j IB', '*1f IA', '*533P IB', '*1c IB', '*1b IB', '*1h IA', '*I', '*1L IA', '*1i IA', '*1a', '*1b', '*1d IA', '*1a IA', '*1g IA'}	set()	set()	set()
HG00242	UGT1A1	maternal_haplotype	set()	{'*28b'}	set()	set()	set()
HG00242	UGT1A1	paternal_haplotype	set()	{'*28b'}	set()	set()	set()
HG00243	UGT1A1	maternal_haplotype	set()	{'*1e IA', '*1k IB', '*1j IB', '*1f IA', '*533P IB', '*1c IB', '*1b IB', '*1h IA', '*I', '*1L IA', '*1i IA', '*1a', '*1b', '*1d IA', '*1a IA', '*1g IA'}	set()	set()	set()
HG00243	UGT1A1	paternal_haplotype	set()	{'*1e IA', '*1k IB', '*1j IB', '*1f IA', '*533P IB', '*1c IB', '*1b IB', '*1h IA', '*I', '*1L IA', '*1i IA', '*1a', '*1b', '*1d IA', '*1a IA', '*1g IA'}	set()	set()	set()
HG00240	UGT1A1	maternal_haplotype	set()	{'*1e IA', '*1k IB', '*1j IB', '*1f IA', '*533P IB', '*1c IB', '*1b IB', '*1h IA', '*I', '*1L IA', '*1i IA', '*1a', '*1b', '*1d IA', '*1a IA', '*1g IA'}	set()	set()	set()
HG00240	UGT1A1	paternal_haplotype	set()	{'*1e IA', '*1k IB', '*1j IB', '*1f IA', '*533P IB', '*1c IB', '*1b IB', '*1h IA', '*I', '*1L IA', '*1i IA', '*1a', '*1b', '*1d IA', '*1a IA', '*1g IA'}	set()	set()	set()
NA19247	UGT1A1	maternal_haplotype	set()	{'*28b'}	set()	set()	set()
NA19247	UGT1A1	paternal_haplotype	set()	set()	set()	set()	set()
NA12750	UGT1A1	maternal_haplotype	set()	{'*1e IA', '*1k IB', '*1j IB', '*1f IA', '*533P IB', '*1c IB', '*1b IB', '*1h IA', '*I', '*1L IA', '*1i IA', '*1a', '*1b', '*1d IA', '*1a IA', '*1g IA'}	set()	set()	set()
NA12750	UGT1A1	paternal_haplotype	set()	{'*1e IA', '*1k IB', '*1j IB', '*1f IA', '*533P IB', '*1c IB', '*1b IB', '*1h IA', '*I', '*1L IA', '*1i IA', '*1a', '*1b', '*1d IA', '*1a IA', '*1g IA'}	set()	set()	set()
NA19347	UGT1A1	maternal_haplotype	set()	{'*28b'}	set()	set()	set()
NA19347	UGT1A1	paternal_haplotype	set()	{'*X', '*VII', '*III', '*IV', '*IX', '*60a', '*II', '*36b', '*37b'}	set()	set()	set()
NA12830	UGT1A1	maternal_haplotype	set()	set()	set()	set()	set()
NA12830	UGT1A1	paternal_haplotype	set()	{'*1e IA', '*1k IB', '*1j IB', '*1f IA', '*533P IB', '*1c IB', '*1b IB', '*1h IA', '*I', '*1L IA', '*1i IA', '*1a', '*1b', '*1d IA', '*1a IA', '*1g IA'}	set()	set()	set()
NA18505	UGT1A1	maternal_haplotype	set()	{'*28b'}	set()	set()	set()
NA18505	UGT1A1	paternal_haplotype	set()	set()	set()	set()	set()
NA20503	UGT1A1	maternal_haplotype	set()	set()	set()	set()	set()
NA20503	UGT1A1	paternal_haplotype	set()	{'*1e IA', '*1k IB', '*1j IB', '*1f IA', '*533P IB', '*1c IB', '*1b IB', '*1h IA', '*I', '*1L IA', '*1i IA', '*1a', '*1b', '*1d IA', '*1a IA', '*1g IA'}	set()	set()	set()
NA19430	UGT1A1	maternal_haplotype	set()	{'*1e IA', '*1k IB', '*1j IB', '*1f IA', '*533P IB', '*1c IB', '*1b IB', '*1h IA', '*I', '*1L IA', '*1i IA', '*1a', '*1b', '*1d IA', '*1a IA', '*1g IA'}	set()	set()	set()
NA19430	UGT1A1	paternal_haplotype	set()	{'*X', '*VII', '*III', '*IV', '*IX', '*60a', '*II', '*36b', '*37b'}	set()	set()	set()
NA07347	UGT1A1	maternal_haplotype	set()	{'*1e IA', '*1k IB', '*1j IB', '*1f IA', '*533P IB', '*1c IB', '*1b IB', '*1h IA', '*I', '*1L IA', '*1i IA', '*1a', '*1b', '*1d IA', '*1a IA', '*1g IA'}	set()	set()	set()
NA07347	UGT1A1	paternal_haplotype	set()	{'*28b'}	set()	set()	set()
NA20528	UGT1A1	maternal_haplotype	set()	set()	set()	set()	set()
NA20528	UGT1A1	paternal_haplotype	set()	{'*1e IA', '*1k IB', '*1j IB', '*1f IA', '*533P IB', '*1c IB', '*1b IB', '*1h IA', '*I', '*1L IA', '*1i IA', '*1a', '*1b', '*1d IA', '*1a IA', '*1g IA'}	set()	set()	set()
NA11931	UGT1A1	maternal_haplotype	set()	{'*1e IA', '*1k IB', '*1j IB', '*1f IA', '*533P IB', '*1c IB', '*1b IB', '*1h IA', '*I', '*1L IA', '*1i IA', '*1a', '*1b', '*1d IA', '*1a IA', '*1g IA'}	set()	set()	set()
NA11931	UGT1A1	paternal_haplotype	set()	{'*X', '*VII', '*III', '*IV', '*IX', '*60a', '*II', '*36b', '*37b'}	set()	set()	set()
NA18622	UGT1A1	maternal_haplotype	set()	{'*1e IA', '*1k IB', '*1j IB', '*1f IA', '*533P IB', '*1c IB', '*1b IB', '*1h IA', '*I', '*1L IA', '*1i IA', '*1a', '*1b', '*1d IA', '*1a IA', '*1g IA'}	set()	set()	set()
NA18622	UGT1A1	paternal_haplotype	set()	{'*X', '*VII', '*III', '*IV', '*IX', '*60a', '*II', '*36b', '*37b'}	set()	set()	set()
NA20348	UGT1A1	maternal_haplotype	set()	{'*X', '*VII', '*III', '*IV', '*IX', '*60a', '*II', '*36b', '*37b'}	set()	set()	set()
NA20348	UGT1A1	paternal_haplotype	set()	{'*1e IA', '*1k IB', '*1j IB', '*1f IA', '*533P IB', '*1c IB', '*1b IB', '*1h IA', '*I', '*1L IA', '*1i IA', '*1a', '*1b', '*1d IA', '*1a IA', '*1g IA'}	set()	set()	set()
NA20344	UGT1A1	maternal_haplotype	set()	{'*1e IA', '*1k IB', '*1j IB', '*1f IA', '*533P IB', '*1c IB', '*1b IB', '*1h IA', '*I', '*1L IA', '*1i IA', '*1a', '*1b', '*1d IA', '*1a IA', '*1g IA'}	set()	set()	set()
NA20344	UGT1A1	paternal_haplotype	set()	set()	set()	set()	set()
HG00640	UGT1A1	maternal_haplotype	set()	{'*1e IA', '*1k IB', '*1j IB', '*1f IA', '*533P IB', '*1c IB', '*1b IB', '*1h IA', '*I', '*1L IA', '*1i IA', '*1a', '*1b', '*1d IA', '*1a IA', '*1g IA'}	set()	set()	set()
HG00640	UGT1A1	paternal_haplotype	set()	{'*1e IA', '*1k IB', '*1j IB', '*1f IA', '*533P IB', '*1c IB', '*1b IB', '*1h IA', '*I', '*1L IA', '*1i IA', '*1a', '*1b', '*1d IA', '*1a IA', '*1g IA'}	set()	set()	set()
HG00641	UGT1A1	maternal_haplotype	set()	{'*1e IA', '*1k IB', '*1j IB', '*1f IA', '*533P IB', '*1c IB', '*1b IB', '*1h IA', '*I', '*1L IA', '*1i IA', '*1a', '*1b', '*1d IA', '*1a IA', '*1g IA'}	set()	set()	set()
HG00641	UGT1A1	paternal_haplotype	set()	{'*1e IA', '*1k IB', '*1j IB', '*1f IA', '*533P IB', '*1c IB', '*1b IB', '*1h IA', '*I', '*1L IA', '*1i IA', '*1a', '*1b', '*1d IA', '*1a IA', '*1g IA'}	set()	set()	set()
NA20341	UGT1A1	maternal_haplotype	set()	{'*28b'}	set()	set()	set()
NA20341	UGT1A1	paternal_haplotype	set()	{'*X', '*VII', '*III', '*IV', '*IX', '*60a', '*II', '*36b', '*37b'}	set()	set()	set()
NA20340	UGT1A1	maternal_haplotype	set()	{'*1e IA', '*1k IB', '*1j IB', '*1f IA', '*533P IB', '*1c IB', '*1b IB', '*1h IA', '*I', '*1L IA', '*1i IA', '*1a', '*1b', '*1d IA', '*1a IA', '*1g IA'}	set()	set()	set()
NA20340	UGT1A1	paternal_haplotype	set()	{'*X', '*VII', '*III', '*IV', '*IX', '*60a', '*II', '*36b', '*37b'}	set()	set()	set()
NA20342	UGT1A1	maternal_haplotype	set()	set()	set()	set()	set()
NA20342	UGT1A1	paternal_haplotype	set()	{'*28b'}	set()	set()	set()
NA19657	UGT1A1	maternal_haplotype	set()	{'*28b'}	set()	set()	set()
NA19657	UGT1A1	paternal_haplotype	set()	{'*28b'}	set()	set()	set()
NA19819	UGT1A1	maternal_haplotype	set()	{'*1e IA', '*1k IB', '*1j IB', '*1f IA', '*533P IB', '*1c IB', '*1b IB', '*1h IA', '*I', '*1L IA', '*1i IA', '*1a', '*1b', '*1d IA', '*1a IA', '*1g IA'}	set()	set()	set()
NA19819	UGT1A1	paternal_haplotype	set()	{'*28b'}	set()	set()	set()
NA19655	UGT1A1	maternal_haplotype	set()	{'*28b'}	set()	set()	set()
NA19655	UGT1A1	paternal_haplotype	set()	{'*28b'}	set()	set()	set()
HG01462	UGT1A1	maternal_haplotype	set()	{'*X', '*VII', '*III', '*IV', '*IX', '*60a', '*II', '*36b', '*37b'}	set()	set()	set()
HG01462	UGT1A1	paternal_haplotype	set()	{'*X', '*VII', '*III', '*IV', '*IX', '*60a', '*II', '*36b', '*37b'}	set()	set()	set()
HG01465	UGT1A1	maternal_haplotype	set()	{'*X', '*VII', '*III', '*IV', '*IX', '*60a', '*II', '*36b', '*37b'}	set()	set()	set()
HG01465	UGT1A1	paternal_haplotype	set()	{'*1e IA', '*1k IB', '*1j IB', '*1f IA', '*533P IB', '*1c IB', '*1b IB', '*1h IA', '*I', '*1L IA', '*1i IA', '*1a', '*1b', '*1d IA', '*1a IA', '*1g IA'}	set()	set()	set()
HG00566	UGT1A1	maternal_haplotype	set()	{'*1e IA', '*1k IB', '*1j IB', '*1f IA', '*533P IB', '*1c IB', '*1b IB', '*1h IA', '*I', '*1L IA', '*1i IA', '*1a', '*1b', '*1d IA', '*1a IA', '*1g IA'}	set()	set()	set()
HG00566	UGT1A1	paternal_haplotype	set()	{'*1e IA', '*1k IB', '*1j IB', '*1f IA', '*533P IB', '*1c IB', '*1b IB', '*1h IA', '*I', '*1L IA', '*1i IA', '*1a', '*1b', '*1d IA', '*1a IA', '*1g IA'}	set()	set()	set()
NA20589	UGT1A1	maternal_haplotype	set()	{'*1e IA', '*1k IB', '*1j IB', '*1f IA', '*533P IB', '*1c IB', '*1b IB', '*1h IA', '*I', '*1L IA', '*1i IA', '*1a', '*1b', '*1d IA', '*1a IA', '*1g IA'}	set()	set()	set()
NA20589	UGT1A1	paternal_haplotype	set()	{'*28b'}	set()	set()	set()
NA18945	UGT1A1	maternal_haplotype	set()	{'*1e IA', '*1k IB', '*1j IB', '*1f IA', '*533P IB', '*1c IB', '*1b IB', '*1h IA', '*I', '*1L IA', '*1i IA', '*1a', '*1b', '*1d IA', '*1a IA', '*1g IA'}	set()	set()	set()
NA18945	UGT1A1	paternal_haplotype	set()	{'*1e IA', '*1k IB', '*1j IB', '*1f IA', '*533P IB', '*1c IB', '*1b IB', '*1h IA', '*I', '*1L IA', '*1i IA', '*1a', '*1b', '*1d IA', '*1a IA', '*1g IA'}	set()	set()	set()
NA19150	UGT1A1	maternal_haplotype	set()	set()	set()	set()	set()
NA19150	UGT1A1	paternal_haplotype	set()	set()	set()	set()	set()
NA11995	UGT1A1	maternal_haplotype	set()	{'*X', '*VII', '*III', '*IV', '*IX', '*60a', '*II', '*36b', '*37b'}	set()	set()	set()
NA11995	UGT1A1	paternal_haplotype	set()	{'*X', '*VII', '*III', '*IV', '*IX', '*60a', '*II', '*36b', '*37b'}	set()	set()	set()
NA20585	UGT1A1	maternal_haplotype	set()	{'*1e IA', '*1k IB', '*1j IB', '*1f IA', '*533P IB', '*1c IB', '*1b IB', '*1h IA', '*I', '*1L IA', '*1i IA', '*1a', '*1b', '*1d IA', '*1a IA', '*1g IA'}	set()	set()	set()
NA20585	UGT1A1	paternal_haplotype	set()	{'*1e IA', '*1k IB', '*1j IB', '*1f IA', '*533P IB', '*1c IB', '*1b IB', '*1h IA', '*I', '*1L IA', '*1i IA', '*1a', '*1b', '*1d IA', '*1a IA', '*1g IA'}	set()	set()	set()
NA20582	UGT1A1	maternal_haplotype	set()	{'*1e IA', '*1k IB', '*1j IB', '*1f IA', '*533P IB', '*1c IB', '*1b IB', '*1h IA', '*I', '*1L IA', '*1i IA', '*1a', '*1b', '*1d IA', '*1a IA', '*1g IA'}	set()	set()	set()
NA20582	UGT1A1	paternal_haplotype	set()	{'*1e IA', '*1k IB', '*1j IB', '*1f IA', '*533P IB', '*1c IB', '*1b IB', '*1h IA', '*I', '*1L IA', '*1i IA', '*1a', '*1b', '*1d IA', '*1a IA', '*1g IA'}	set()	set()	set()
NA11992	UGT1A1	maternal_haplotype	set()	{'*1e IA', '*1k IB', '*1j IB', '*1f IA', '*533P IB', '*1c IB', '*1b IB', '*1h IA', '*I', '*1L IA', '*1i IA', '*1a', '*1b', '*1d IA', '*1a IA', '*1g IA'}	set()	set()	set()
NA11992	UGT1A1	paternal_haplotype	set()	{'*28b'}	set()	set()	set()
NA11993	UGT1A1	maternal_haplotype	set()	{'*28b'}	set()	set()	set()
NA11993	UGT1A1	paternal_haplotype	set()	{'*X', '*VII', '*III', '*IV', '*IX', '*60a', '*II', '*36b', '*37b'}	set()	set()	set()
NA19020	UGT1A1	maternal_haplotype	set()	{'*VIII', '*VI', '*V'}	set()	set()	set()
NA19020	UGT1A1	paternal_haplotype	set()	{'*28b'}	set()	set()	set()
HG00238	UGT1A1	maternal_haplotype	set()	{'*28b'}	set()	set()	set()
HG00238	UGT1A1	paternal_haplotype	set()	{'*X', '*VII', '*III', '*IV', '*IX', '*60a', '*II', '*36b', '*37b'}	set()	set()	set()
NA18924	UGT1A1	maternal_haplotype	set()	{'*1e IA', '*1k IB', '*1j IB', '*1f IA', '*533P IB', '*1c IB', '*1b IB', '*1h IA', '*I', '*1L IA', '*1i IA', '*1a', '*1b', '*1d IA', '*1a IA', '*1g IA'}	set()	set()	set()
NA18924	UGT1A1	paternal_haplotype	set()	{'*X', '*VII', '*III', '*IV', '*IX', '*60a', '*II', '*36b', '*37b'}	set()	set()	set()
HG01080	UGT1A1	maternal_haplotype	set()	{'*X', '*VII', '*III', '*IV', '*IX', '*60a', '*II', '*36b', '*37b'}	set()	set()	set()
HG01080	UGT1A1	paternal_haplotype	set()	{'*1e IA', '*1k IB', '*1j IB', '*1f IA', '*533P IB', '*1c IB', '*1b IB', '*1h IA', '*I', '*1L IA', '*1i IA', '*1a', '*1b', '*1d IA', '*1a IA', '*1g IA'}	set()	set()	set()
NA19439	UGT1A1	maternal_haplotype	set()	{'*28b'}	set()	set()	set()
NA19439	UGT1A1	paternal_haplotype	set()	{'*28b'}	set()	set()	set()
HG01167	UGT1A1	maternal_haplotype	set()	{'*1e IA', '*1k IB', '*1j IB', '*1f IA', '*533P IB', '*1c IB', '*1b IB', '*1h IA', '*I', '*1L IA', '*1i IA', '*1a', '*1b', '*1d IA', '*1a IA', '*1g IA'}	set()	set()	set()
HG01167	UGT1A1	paternal_haplotype	set()	{'*28b'}	set()	set()	set()
NA19028	UGT1A1	maternal_haplotype	set()	set()	set()	set()	set()
NA19028	UGT1A1	paternal_haplotype	set()	set()	set()	set()	set()
NA19436	UGT1A1	maternal_haplotype	set()	{'*1e IA', '*1k IB', '*1j IB', '*1f IA', '*533P IB', '*1c IB', '*1b IB', '*1h IA', '*I', '*1L IA', '*1i IA', '*1a', '*1b', '*1d IA', '*1a IA', '*1g IA'}	set()	set()	set()
NA19436	UGT1A1	paternal_haplotype	set()	{'*28b'}	set()	set()	set()
NA19435	UGT1A1	maternal_haplotype	set()	{'*28b'}	set()	set()	set()
NA19435	UGT1A1	paternal_haplotype	set()	{'*X', '*VII', '*III', '*IV', '*IX', '*60a', '*II', '*36b', '*37b'}	set()	set()	set()
NA19434	UGT1A1	maternal_haplotype	set()	{'*28b'}	set()	set()	set()
NA19434	UGT1A1	paternal_haplotype	set()	{'*X', '*VII', '*III', '*IV', '*IX', '*60a', '*II', '*36b', '*37b'}	set()	set()	set()
NA19431	UGT1A1	maternal_haplotype	set()	{'*28b'}	set()	set()	set()
NA19431	UGT1A1	paternal_haplotype	set()	{'*28b'}	set()	set()	set()
NA19346	UGT1A1	maternal_haplotype	set()	{'*X', '*VII', '*III', '*IV', '*IX', '*60a', '*II', '*36b', '*37b'}	set()	set()	set()
NA19346	UGT1A1	paternal_haplotype	set()	set()	set()	set()	set()
NA18999	UGT1A1	maternal_haplotype	set()	{'*1e IA', '*1k IB', '*1j IB', '*1f IA', '*533P IB', '*1c IB', '*1b IB', '*1h IA', '*I', '*1L IA', '*1i IA', '*1a', '*1b', '*1d IA', '*1a IA', '*1g IA'}	set()	set()	set()
NA18999	UGT1A1	paternal_haplotype	set()	{'*1e IA', '*1k IB', '*1j IB', '*1f IA', '*533P IB', '*1c IB', '*1b IB', '*1h IA', '*I', '*1L IA', '*1i IA', '*1a', '*1b', '*1d IA', '*1a IA', '*1g IA'}	set()	set()	set()
NA18998	UGT1A1	maternal_haplotype	set()	{'*1e IA', '*1k IB', '*1j IB', '*1f IA', '*533P IB', '*1c IB', '*1b IB', '*1h IA', '*I', '*1L IA', '*1i IA', '*1a', '*1b', '*1d IA', '*1a IA', '*1g IA'}	set()	set()	set()
NA18998	UGT1A1	paternal_haplotype	set()	{'*1e IA', '*1k IB', '*1j IB', '*1f IA', '*533P IB', '*1c IB', '*1b IB', '*1h IA', '*I', '*1L IA', '*1i IA', '*1a', '*1b', '*1d IA', '*1a IA', '*1g IA'}	set()	set()	set()
HG01085	UGT1A1	maternal_haplotype	set()	{'*28b'}	set()	set()	set()
HG01085	UGT1A1	paternal_haplotype	set()	{'*1e IA', '*1k IB', '*1j IB', '*1f IA', '*533P IB', '*1c IB', '*1b IB', '*1h IA', '*I', '*1L IA', '*1i IA', '*1a', '*1b', '*1d IA', '*1a IA', '*1g IA'}	set()	set()	set()
NA18992	UGT1A1	maternal_haplotype	set()	{'*1e IA', '*1k IB', '*1j IB', '*1f IA', '*533P IB', '*1c IB', '*1b IB', '*1h IA', '*I', '*1L IA', '*1i IA', '*1a', '*1b', '*1d IA', '*1a IA', '*1g IA'}	set()	set()	set()
NA18992	UGT1A1	paternal_haplotype	set()	{'*1e IA', '*1k IB', '*1j IB', '*1f IA', '*533P IB', '*1c IB', '*1b IB', '*1h IA', '*I', '*1L IA', '*1i IA', '*1a', '*1b', '*1d IA', '*1a IA', '*1g IA'}	set()	set()	set()
NA18990	UGT1A1	maternal_haplotype	set()	{'*6a', '*6c', '*6b'}	set()	set()	set()
NA18990	UGT1A1	paternal_haplotype	set()	{'*28b'}	set()	set()	set()
NA18995	UGT1A1	maternal_haplotype	set()	{'*1e IA', '*1k IB', '*1j IB', '*1f IA', '*533P IB', '*1c IB', '*1b IB', '*1h IA', '*I', '*1L IA', '*1i IA', '*1a', '*1b', '*1d IA', '*1a IA', '*1g IA'}	set()	set()	set()
NA18995	UGT1A1	paternal_haplotype	set()	{'*1e IA', '*1k IB', '*1j IB', '*1f IA', '*533P IB', '*1c IB', '*1b IB', '*1h IA', '*I', '*1L IA', '*1i IA', '*1a', '*1b', '*1d IA', '*1a IA', '*1g IA'}	set()	set()	set()
NA18994	UGT1A1	maternal_haplotype	set()	{'*6a', '*6c', '*6b'}	set()	set()	set()
NA18994	UGT1A1	paternal_haplotype	set()	{'*28b'}	set()	set()	set()
NA12058	UGT1A1	maternal_haplotype	set()	{'*28b'}	set()	set()	set()
NA12058	UGT1A1	paternal_haplotype	set()	{'*1e IA', '*1k IB', '*1j IB', '*1f IA', '*533P IB', '*1c IB', '*1b IB', '*1h IA', '*I', '*1L IA', '*1i IA', '*1a', '*1b', '*1d IA', '*1a IA', '*1g IA'}	set()	set()	set()
NA12889	UGT1A1	maternal_haplotype	set()	{'*28b'}	set()	set()	set()
NA12889	UGT1A1	paternal_haplotype	set()	{'*28b'}	set()	set()	set()
HG01101	UGT1A1	maternal_haplotype	set()	{'*1e IA', '*1k IB', '*1j IB', '*1f IA', '*533P IB', '*1c IB', '*1b IB', '*1h IA', '*I', '*1L IA', '*1i IA', '*1a', '*1b', '*1d IA', '*1a IA', '*1g IA'}	set()	set()	set()
HG01101	UGT1A1	paternal_haplotype	set()	{'*28b'}	set()	set()	set()
NA19064	UGT1A1	maternal_haplotype	set()	{'*X', '*VII', '*III', '*IV', '*IX', '*60a', '*II', '*36b', '*37b'}	set()	set()	set()
NA19064	UGT1A1	paternal_haplotype	set()	{'*6a', '*6c', '*6b'}	set()	set()	set()
NA18632	UGT1A1	maternal_haplotype	set()	{'*1e IA', '*1k IB', '*1j IB', '*1f IA', '*533P IB', '*1c IB', '*1b IB', '*1h IA', '*I', '*1L IA', '*1i IA', '*1a', '*1b', '*1d IA', '*1a IA', '*1g IA'}	set()	set()	set()
NA18632	UGT1A1	paternal_haplotype	set()	{'*6a', '*6c', '*6b'}	set()	set()	set()
NA18633	UGT1A1	maternal_haplotype	set()	{'*6a', '*6c', '*6b'}	set()	set()	set()
NA18633	UGT1A1	paternal_haplotype	set()	{'*X', '*VII', '*III', '*IV', '*IX', '*60a', '*II', '*36b', '*37b'}	set()	set()	set()
NA19729	UGT1A1	maternal_haplotype	set()	{'*1e IA', '*1k IB', '*1j IB', '*1f IA', '*533P IB', '*1c IB', '*1b IB', '*1h IA', '*I', '*1L IA', '*1i IA', '*1a', '*1b', '*1d IA', '*1a IA', '*1g IA'}	set()	set()	set()
NA19729	UGT1A1	paternal_haplotype	set()	{'*1e IA', '*1k IB', '*1j IB', '*1f IA', '*533P IB', '*1c IB', '*1b IB', '*1h IA', '*I', '*1L IA', '*1i IA', '*1a', '*1b', '*1d IA', '*1a IA', '*1g IA'}	set()	set()	set()
NA20760	UGT1A1	maternal_haplotype	set()	{'*1e IA', '*1k IB', '*1j IB', '*1f IA', '*533P IB', '*1c IB', '*1b IB', '*1h IA', '*I', '*1L IA', '*1i IA', '*1a', '*1b', '*1d IA', '*1a IA', '*1g IA'}	set()	set()	set()
NA20760	UGT1A1	paternal_haplotype	set()	{'*1e IA', '*1k IB', '*1j IB', '*1f IA', '*533P IB', '*1c IB', '*1b IB', '*1h IA', '*I', '*1L IA', '*1i IA', '*1a', '*1b', '*1d IA', '*1a IA', '*1g IA'}	set()	set()	set()
NA18636	UGT1A1	maternal_haplotype	set()	{'*28b'}	set()	set()	set()
NA18636	UGT1A1	paternal_haplotype	set()	{'*1e IA', '*1k IB', '*1j IB', '*1f IA', '*533P IB', '*1c IB', '*1b IB', '*1h IA', '*I', '*1L IA', '*1i IA', '*1a', '*1b', '*1d IA', '*1a IA', '*1g IA'}	set()	set()	set()
NA18637	UGT1A1	maternal_haplotype	set()	{'*1e IA', '*1k IB', '*1j IB', '*1f IA', '*533P IB', '*1c IB', '*1b IB', '*1h IA', '*I', '*1L IA', '*1i IA', '*1a', '*1b', '*1d IA', '*1a IA', '*1g IA'}	set()	set()	set()
